,transaction_id,date,customer_id,age,product_id,quantity,price_per_unit,total_sale
93,94,19-05-2023,CUST094,47,0,2,500.0,1000.0
94,95,24-11-2023,CUST095,32,1,2,30.0,60.0
95,96,19-12-2023,CUST096,44,1,2,300.0,600.0
96,97,13-10-2023,CUST097,51,0,2,500.0,1000.0
97,98,23-04-2023,CUST098,55,0,2,50.0,100.0
98,99,17-12-2023,CUST099,50,2,4,300.0,1200.0
99,100,16-06-2023,CUST100,41,2,1,30.0,30.0
100,101,29-01-2023,CUST101,32,1,2,300.0,600.0
101,102,28-04-2023,CUST102,47,0,2,25.0,50.0
102,103,17-01-2023,CUST103,59,1,1,25.0,25.0
103,104,11-06-2023,CUST104,34,0,2,500.0,1000.0
104,105,25-07-2023,CUST105,22,2,1,500.0,500.0
105,106,18-05-2023,CUST106,46,1,1,50.0,50.0
106,107,03-02-2023,CUST107,21,1,4,300.0,1200.0
107,108,19-04-2023,CUST108,27,0,3,25.0,75.0
108,109,18-10-2023,CUST109,34,2,4,500.0,2000.0
109,110,11-06-2023,CUST110,27,1,3,300.0,900.0
110,111,19-04-2023,CUST111,34,2,3,500.0,1500.0
111,112,02-12-2023,CUST112,37,1,3,500.0,1500.0
112,113,13-09-2023,CUST113,41,2,2,25.0,50.0
113,114,22-07-2023,CUST114,22,0,4,25.0,100.0
114,115,26-11-2023,CUST115,51,1,3,500.0,1500.0
115,116,23-08-2023,CUST116,23,1,1,30.0,30.0
116,117,15-03-2023,CUST117,19,2,2,500.0,1000.0
117,118,16-05-2023,CUST118,30,2,4,500.0,2000.0
118,119,13-03-2023,CUST119,60,1,3,50.0,150.0
119,120,07-05-2023,CUST120,60,0,1,50.0,50.0
120,121,15-10-2023,CUST121,28,2,4,50.0,200.0
121,122,03-10-2023,CUST122,64,2,4,30.0,120.0
122,123,15-05-2023,CUST123,40,2,2,30.0,60.0
123,124,27-10-2023,CUST124,33,1,4,500.0,2000.0
124,125,08-08-2023,CUST125,48,1,2,50.0,100.0
125,126,26-10-2023,CUST126,28,1,3,30.0,90.0
126,127,24-07-2023,CUST127,33,1,2,25.0,50.0
127,128,05-07-2023,CUST128,25,0,1,500.0,500.0
128,129,23-04-2023,CUST129,21,0,2,300.0,600.0
129,130,12-03-2023,CUST130,57,1,1,500.0,500.0
130,131,18-09-2023,CUST131,21,0,2,300.0,600.0
131,132,10-09-2023,CUST132,42,2,4,50.0,200.0
132,133,16-02-2023,CUST133,20,2,3,300.0,900.0
133,134,25-01-2023,CUST134,49,2,1,50.0,50.0
134,135,26-02-2023,CUST135,20,1,2,25.0,50.0
135,136,20-03-2023,CUST136,44,2,2,300.0,600.0
136,137,18-11-2023,CUST137,46,0,2,500.0,1000.0
137,138,23-03-2023,CUST138,49,1,4,50.0,200.0
138,139,15-12-2023,CUST139,36,0,4,500.0,2000.0
139,140,05-08-2023,CUST140,38,2,1,30.0,30.0
140,141,02-11-2023,CUST141,22,2,1,50.0,50.0
141,142,02-02-2023,CUST142,35,2,4,300.0,1200.0
142,143,17-07-2023,CUST143,45,1,1,50.0,50.0
143,144,15-07-2023,CUST144,59,0,3,500.0,1500.0
144,145,02-11-2023,CUST145,39,1,3,25.0,75.0
145,146,28-08-2023,CUST146,38,1,4,50.0,200.0
146,147,28-09-2023,CUST147,23,2,1,300.0,300.0
147,148,09-05-2023,CUST148,18,1,2,30.0,60.0
148,149,11-10-2023,CUST149,22,1,3,25.0,75.0
149,150,06-01-2023,CUST150,58,2,4,30.0,120.0
150,151,15-12-2023,CUST151,29,1,1,50.0,50.0
151,152,28-02-2023,CUST152,43,2,4,500.0,2000.0
152,153,16-12-2023,CUST153,63,2,2,500.0,1000.0
153,154,02-10-2023,CUST154,51,2,3,300.0,900.0
154,155,17-05-2023,CUST155,31,2,4,500.0,2000.0
155,156,25-11-2023,CUST156,43,1,4,25.0,100.0
156,157,24-06-2023,CUST157,62,2,4,500.0,2000.0
157,158,27-02-2023,CUST158,44,2,2,300.0,600.0
158,159,31-05-2023,CUST159,26,1,4,50.0,200.0
159,160,11-08-2023,CUST160,43,1,2,50.0,100.0
160,161,22-03-2023,CUST161,64,0,2,500.0,1000.0
161,162,21-08-2023,CUST162,39,1,2,30.0,60.0
162,163,02-01-2023,CUST163,64,1,3,50.0,150.0
163,164,15-05-2023,CUST164,47,0,3,500.0,1500.0
164,165,14-09-2023,CUST165,60,1,4,300.0,1200.0
165,166,02-04-2023,CUST166,34,1,4,500.0,2000.0
166,167,17-09-2023,CUST167,43,1,3,50.0,150.0
167,168,24-02-2023,CUST168,53,1,1,300.0,300.0
168,169,17-11-2023,CUST169,18,0,3,500.0,1500.0
169,170,02-06-2023,CUST170,25,1,2,25.0,50.0
170,171,24-11-2023,CUST171,52,1,3,300.0,900.0
171,172,17-09-2023,CUST172,32,0,2,25.0,50.0
172,173,08-11-2023,CUST173,64,2,4,30.0,120.0
173,174,12-04-2023,CUST174,39,0,1,300.0,300.0
174,175,20-03-2023,CUST175,31,2,4,25.0,100.0
175,176,11-07-2023,CUST176,43,0,2,50.0,100.0
176,177,24-03-2023,CUST177,45,0,2,50.0,100.0
177,178,04-10-2023,CUST178,40,1,2,30.0,60.0
178,179,29-09-2023,CUST179,31,2,1,300.0,300.0
179,180,01-01-2023,CUST180,41,1,3,300.0,900.0
180,181,03-11-2023,CUST181,19,2,4,300.0,1200.0
181,182,15-06-2023,CUST182,62,0,4,30.0,120.0
182,183,08-09-2023,CUST183,43,0,3,300.0,900.0
183,184,10-01-2023,CUST184,31,2,4,50.0,200.0
184,185,27-02-2023,CUST185,24,1,1,25.0,25.0
185,186,05-07-2023,CUST186,20,1,4,50.0,200.0
186,187,07-06-2023,CUST187,64,1,2,50.0,100.0
187,188,03-05-2023,CUST188,40,1,3,25.0,75.0
188,189,30-01-2023,CUST189,63,0,1,50.0,50.0
189,190,04-05-2023,CUST190,60,0,3,30.0,90.0
190,191,18-10-2023,CUST191,64,0,1,25.0,25.0
191,192,10-02-2023,CUST192,62,0,2,50.0,100.0
192,193,13-02-2023,CUST193,35,0,3,500.0,1500.0
193,194,06-09-2023,CUST194,55,1,4,50.0,200.0
194,195,05-02-2023,CUST195,52,1,1,30.0,30.0
195,196,30-09-2023,CUST196,32,1,3,300.0,900.0
196,197,06-03-2023,CUST197,42,1,4,50.0,200.0
197,198,07-03-2023,CUST198,54,0,3,300.0,900.0
198,199,04-12-2023,CUST199,45,0,3,500.0,1500.0
199,200,01-09-2023,CUST200,27,0,3,50.0,150.0
200,201,09-10-2023,CUST201,56,2,1,25.0,25.0
201,210,13-04-2023,CUST210,37,2,4,50.0,200.0
202,211,01-01-2024,CUST211,42,0,3,500.0,1500.0
203,212,09-06-2023,CUST212,21,1,3,500.0,1500.0
204,213,24-07-2023,CUST213,27,0,3,500.0,1500.0
205,214,10-12-2023,CUST214,20,0,2,30.0,60.0
206,215,29-11-2023,CUST215,58,1,3,500.0,1500.0
207,216,11-07-2023,CUST216,62,2,2,50.0,100.0
208,217,13-08-2023,CUST217,35,2,4,50.0,200.0
209,218,22-09-2023,CUST218,64,0,3,30.0,90.0
210,219,20-08-2023,CUST219,53,2,3,30.0,90.0
211,220,03-03-2023,CUST220,64,0,1,500.0,500.0
212,221,07-05-2023,CUST221,39,0,2,300.0,600.0
213,222,26-04-2023,CUST222,51,1,4,30.0,120.0
214,223,02-02-2023,CUST223,64,1,1,25.0,25.0
215,224,23-06-2023,CUST224,25,1,1,50.0,50.0
216,225,11-01-2023,CUST225,57,0,4,25.0,100.0
217,226,29-10-2023,CUST226,61,1,1,50.0,50.0
218,227,11-10-2023,CUST227,36,2,2,50.0,100.0
219,228,28-04-2023,CUST228,59,2,2,30.0,60.0
220,229,29-10-2023,CUST229,58,0,3,30.0,90.0
221,230,23-04-2023,CUST230,54,0,1,25.0,25.0
222,231,04-01-2023,CUST231,23,1,3,50.0,150.0
223,232,06-02-2023,CUST232,43,0,1,25.0,25.0
224,233,29-12-2023,CUST233,51,0,2,300.0,600.0
225,234,20-11-2023,CUST234,62,2,2,25.0,50.0
226,235,31-01-2023,CUST235,23,2,2,500.0,1000.0
227,236,28-04-2023,CUST236,54,1,1,25.0,25.0
228,237,04-02-2023,CUST237,50,0,2,500.0,1000.0
229,238,17-01-2023,CUST238,39,0,1,500.0,500.0
230,239,19-06-2023,CUST239,38,2,3,500.0,1500.0
231,240,06-02-2023,CUST240,23,0,1,300.0,300.0
232,241,21-09-2023,CUST241,23,2,3,25.0,75.0
233,242,02-05-2023,CUST242,21,1,1,25.0,25.0
234,243,23-05-2023,CUST243,47,2,3,300.0,900.0
235,244,09-12-2023,CUST244,28,0,2,50.0,100.0
236,245,06-09-2023,CUST245,47,1,3,30.0,90.0
237,246,20-04-2023,CUST246,48,2,2,25.0,50.0
238,247,04-10-2023,CUST247,41,2,2,30.0,60.0
239,248,09-03-2023,CUST248,26,1,3,300.0,900.0
240,249,20-10-2023,CUST249,20,1,1,50.0,50.0
241,250,23-10-2023,CUST250,48,2,1,50.0,50.0
242,251,31-08-2023,CUST251,57,0,4,50.0,200.0
243,252,05-05-2023,CUST252,54,2,1,300.0,300.0
244,253,31-08-2023,CUST253,53,1,4,500.0,2000.0
245,254,28-07-2023,CUST254,41,2,1,500.0,500.0
246,255,08-04-2023,CUST255,48,1,1,30.0,30.0
247,256,18-02-2023,CUST256,23,1,2,500.0,1000.0
248,257,19-02-2023,CUST257,19,0,4,500.0,2000.0
249,258,04-12-2023,CUST258,37,1,1,50.0,50.0
250,259,09-08-2023,CUST259,45,1,4,50.0,200.0
251,260,01-07-2023,CUST260,28,0,2,30.0,60.0
252,261,05-08-2023,CUST261,21,1,2,25.0,50.0
253,262,30-07-2023,CUST262,32,0,4,30.0,120.0
254,263,28-08-2023,CUST263,23,0,2,30.0,60.0
255,264,28-01-2023,CUST264,47,1,3,300.0,900.0
256,265,11-12-2023,CUST265,55,1,3,300.0,900.0
257,266,01-12-2023,CUST266,19,2,2,30.0,60.0
258,267,27-11-2023,CUST267,32,0,3,30.0,90.0
259,268,20-02-2023,CUST268,28,2,1,30.0,30.0
260,269,01-02-2023,CUST269,25,1,4,500.0,2000.0
261,270,26-07-2023,CUST270,43,2,1,300.0,300.0
262,271,23-06-2023,CUST271,62,0,4,30.0,120.0
263,272,25-02-2023,CUST272,61,2,2,50.0,100.0
264,273,08-05-2023,CUST273,22,0,1,50.0,50.0
265,274,09-04-2023,CUST274,23,1,2,500.0,1000.0
266,275,08-04-2023,CUST275,43,1,2,500.0,1000.0
267,276,02-10-2023,CUST276,21,0,4,25.0,100.0
268,277,18-08-2023,CUST277,36,1,4,25.0,100.0
269,278,13-03-2023,CUST278,37,1,4,25.0,100.0
270,279,05-08-2023,CUST279,50,1,1,500.0,500.0
271,280,04-04-2023,CUST280,37,1,3,500.0,1500.0
272,281,23-05-2023,CUST281,29,0,4,500.0,2000.0
273,282,25-08-2023,CUST282,64,2,4,50.0,200.0
274,283,08-05-2023,CUST283,18,2,1,500.0,500.0
275,284,08-02-2023,CUST284,43,1,4,50.0,200.0
276,285,15-08-2023,CUST285,31,2,1,25.0,25.0
277,286,09-10-2023,CUST286,55,2,2,25.0,50.0
278,287,20-02-2023,CUST287,54,1,4,25.0,100.0
279,288,26-01-2023,CUST288,28,1,4,30.0,120.0
280,289,30-11-2023,CUST289,53,2,2,30.0,60.0
281,290,04-10-2023,CUST290,30,0,2,300.0,600.0
282,291,08-01-2023,CUST291,60,1,2,300.0,600.0
283,292,17-02-2023,CUST292,20,0,4,300.0,1200.0
284,293,02-05-2023,CUST293,50,2,3,30.0,90.0
285,294,27-03-2023,CUST294,23,1,3,30.0,90.0
286,295,28-07-2023,CUST295,27,0,3,300.0,900.0
287,296,06-09-2023,CUST296,22,1,4,300.0,1200.0
288,297,04-09-2023,CUST297,40,2,2,500.0,1000.0
289,298,20-04-2023,CUST298,27,0,4,300.0,1200.0
290,299,25-07-2023,CUST299,61,2,2,500.0,1000.0
291,300,31-01-2023,CUST300,19,2,4,50.0,200.0
292,301,26-03-2023,CUST301,30,1,4,30.0,120.0
293,302,14-07-2023,CUST302,57,0,2,300.0,600.0
294,303,02-01-2023,CUST303,19,2,3,30.0,90.0
295,304,19-07-2023,CUST304,37,2,2,30.0,60.0
296,305,16-05-2023,CUST305,18,0,1,30.0,30.0
297,306,21-08-2023,CUST306,54,2,1,50.0,50.0
298,307,27-05-2023,CUST307,26,2,2,25.0,50.0
299,308,05-08-2023,CUST308,34,0,4,300.0,1200.0
300,309,23-12-2023,CUST309,26,0,1,25.0,25.0
301,310,12-10-2023,CUST310,28,0,1,25.0,25.0
302,311,05-12-2023,CUST311,32,0,4,25.0,100.0
303,312,07-09-2023,CUST312,41,1,4,30.0,120.0
304,313,21-03-2023,CUST313,55,0,3,500.0,1500.0
305,314,08-04-2023,CUST314,52,1,4,30.0,120.0
306,315,01-06-2023,CUST315,47,1,2,30.0,60.0
307,316,22-04-2023,CUST316,48,1,2,25.0,50.0
308,317,30-01-2023,CUST317,22,2,3,30.0,90.0
309,318,24-10-2023,CUST318,61,1,1,25.0,25.0
310,319,05-10-2023,CUST319,31,1,1,500.0,500.0
311,320,01-02-2023,CUST320,28,2,4,300.0,1200.0
312,321,10-06-2023,CUST321,26,2,2,25.0,50.0
313,322,30-01-2023,CUST322,51,2,1,500.0,500.0
314,323,26-01-2023,CUST323,29,0,3,300.0,900.0
315,324,27-10-2023,CUST324,52,2,3,50.0,150.0
316,325,02-09-2023,CUST325,52,2,2,25.0,50.0
317,326,15-09-2023,CUST326,18,1,3,25.0,75.0
318,327,29-09-2023,CUST327,57,2,3,50.0,150.0
319,328,22-03-2023,CUST328,39,0,2,50.0,100.0
320,329,30-01-2023,CUST329,46,2,4,25.0,100.0
321,330,18-09-2023,CUST330,25,0,4,50.0,200.0
322,331,11-02-2023,CUST331,28,2,3,30.0,90.0
323,332,06-04-2023,CUST332,58,2,4,300.0,1200.0
324,333,05-02-2023,CUST333,54,2,4,300.0,1200.0
325,334,01-11-2023,CUST334,31,2,3,300.0,900.0
326,335,04-02-2023,CUST335,47,0,4,30.0,120.0
327,336,12-12-2023,CUST336,52,0,3,50.0,150.0
328,337,01-05-2023,CUST337,38,1,1,500.0,500.0
329,338,26-07-2023,CUST338,54,0,2,50.0,100.0
330,339,03-03-2023,CUST339,22,2,2,25.0,50.0
331,340,19-10-2023,CUST340,36,1,4,300.0,1200.0
332,341,07-05-2023,CUST341,31,1,4,50.0,200.0
333,342,24-10-2023,CUST342,43,1,4,500.0,2000.0
334,343,01-11-2023,CUST343,21,2,2,25.0,50.0
335,344,21-01-2023,CUST344,42,0,1,30.0,30.0
336,345,14-11-2023,CUST345,62,2,1,30.0,30.0
337,346,11-02-2023,CUST346,59,1,2,500.0,1000.0
338,347,03-08-2023,CUST347,42,2,1,25.0,25.0
339,348,03-12-2023,CUST348,35,2,2,300.0,600.0
340,349,26-10-2023,CUST349,57,0,1,50.0,50.0
341,350,17-10-2023,CUST350,25,0,3,25.0,75.0
342,351,25-09-2023,CUST351,56,1,3,30.0,90.0
343,352,11-06-2023,CUST352,57,2,2,500.0,1000.0
344,353,14-05-2023,CUST353,31,2,1,500.0,500.0
345,354,15-04-2023,CUST354,49,0,4,50.0,200.0
346,355,09-12-2023,CUST355,55,2,1,500.0,500.0
347,356,10-06-2023,CUST356,50,2,3,500.0,1500.0
348,357,03-05-2023,CUST357,40,2,3,25.0,75.0
349,358,16-05-2023,CUST358,32,0,1,300.0,300.0
350,359,22-07-2023,CUST359,50,1,1,50.0,50.0
351,360,09-03-2023,CUST360,42,1,4,25.0,100.0
352,361,10-12-2023,CUST361,34,2,4,300.0,1200.0
353,362,27-11-2023,CUST362,50,1,1,25.0,25.0
354,363,03-06-2023,CUST363,64,0,1,25.0,25.0
355,364,23-08-2023,CUST364,19,0,1,500.0,500.0
356,365,11-06-2023,CUST365,31,1,1,300.0,300.0
357,366,07-02-2023,CUST366,57,1,2,50.0,100.0
358,367,05-01-2023,CUST367,57,2,1,50.0,50.0
359,368,23-08-2023,CUST368,56,1,4,300.0,1200.0
360,369,15-11-2023,CUST369,23,2,3,500.0,1500.0
361,370,16-10-2023,CUST370,23,2,2,30.0,60.0
362,371,21-02-2023,CUST371,20,0,1,25.0,25.0
363,372,07-02-2023,CUST372,24,0,3,500.0,1500.0
364,373,03-10-2023,CUST373,25,0,2,300.0,600.0
365,374,20-04-2023,CUST374,59,0,3,25.0,75.0
366,375,17-09-2023,CUST375,32,1,1,50.0,50.0
367,376,16-05-2023,CUST376,64,0,1,30.0,30.0
368,377,09-03-2023,CUST377,46,1,4,50.0,200.0
369,378,28-06-2023,CUST378,50,0,1,300.0,300.0
370,379,05-02-2023,CUST379,47,1,1,25.0,25.0
371,380,06-05-2023,CUST380,56,2,2,300.0,600.0
372,381,09-07-2023,CUST381,44,1,4,25.0,100.0
373,382,26-05-2023,CUST382,53,1,2,500.0,1000.0
374,383,22-03-2023,CUST383,46,0,3,30.0,90.0
375,384,13-08-2023,CUST384,55,1,1,500.0,500.0
376,385,06-10-2023,CUST385,50,2,3,500.0,1500.0
377,386,27-12-2023,CUST386,54,2,2,300.0,600.0
378,387,04-06-2023,CUST387,44,0,1,30.0,30.0
379,388,10-11-2023,CUST388,50,2,1,25.0,25.0
380,389,01-12-2023,CUST389,21,1,2,25.0,50.0
381,390,28-09-2023,CUST390,39,2,2,50.0,100.0
382,391,05-01-2023,CUST391,19,0,2,25.0,50.0
383,392,08-12-2023,CUST392,27,1,2,300.0,600.0
384,393,11-10-2023,CUST393,22,0,2,500.0,1000.0
385,394,03-06-2023,CUST394,27,1,1,500.0,500.0
386,395,06-12-2023,CUST395,50,2,2,500.0,1000.0
387,396,23-02-2023,CUST396,55,0,1,30.0,30.0
388,397,10-03-2023,CUST397,30,0,1,25.0,25.0
389,398,16-05-2023,CUST398,48,1,2,300.0,600.0
390,399,01-03-2023,CUST399,64,0,2,30.0,60.0
391,400,24-02-2023,CUST400,53,1,4,50.0,200.0
392,401,11-10-2023,CUST401,62,1,1,300.0,300.0
393,402,21-03-2023,CUST402,41,1,2,300.0,600.0
394,403,20-05-2023,CUST403,32,1,2,300.0,600.0
395,404,25-05-2023,CUST404,46,2,2,500.0,1000.0
396,405,06-11-2023,CUST405,25,1,4,300.0,1200.0
397,406,18-04-2023,CUST406,22,0,4,25.0,100.0
398,407,25-06-2023,CUST407,46,2,3,300.0,900.0
399,408,15-04-2023,CUST408,64,0,1,500.0,500.0
400,409,18-12-2023,CUST409,21,2,3,300.0,900.0
401,410,21-11-2023,CUST410,29,1,2,50.0,100.0
402,411,16-05-2023,CUST411,62,2,4,50.0,200.0
403,412,16-09-2023,CUST412,19,2,4,500.0,2000.0
404,413,08-09-2023,CUST413,44,0,3,25.0,75.0
405,414,09-05-2023,CUST414,48,0,4,25.0,100.0
406,415,27-01-2023,CUST415,53,1,2,30.0,60.0
407,416,17-02-2023,CUST416,53,2,4,500.0,2000.0
408,417,21-11-2023,CUST417,43,2,3,300.0,900.0
409,418,05-08-2023,CUST418,60,2,2,500.0,1000.0
410,419,22-05-2023,CUST419,44,1,3,30.0,90.0
411,420,23-01-2023,CUST420,22,1,4,500.0,2000.0
412,421,02-01-2023,CUST421,37,1,3,500.0,1500.0
413,422,20-06-2023,CUST422,28,1,3,30.0,90.0
414,423,08-03-2023,CUST423,27,1,1,25.0,25.0
415,424,23-11-2023,CUST424,57,0,4,300.0,1200.0
416,425,15-05-2023,CUST425,55,2,4,30.0,120.0
417,426,24-03-2023,CUST426,23,2,3,50.0,150.0
418,427,15-08-2023,CUST427,25,2,1,25.0,25.0
419,428,10-10-2023,CUST428,40,2,4,50.0,200.0
420,429,28-12-2023,CUST429,64,2,2,25.0,50.0
421,430,07-08-2023,CUST430,43,2,3,300.0,900.0
422,431,15-10-2023,CUST431,63,2,4,300.0,1200.0
423,432,05-01-2023,CUST432,60,2,2,500.0,1000.0
424,433,27-02-2023,CUST433,29,0,4,50.0,200.0
425,434,08-02-2023,CUST434,43,2,2,25.0,50.0
426,435,20-12-2023,CUST435,30,0,3,300.0,900.0
427,436,18-03-2023,CUST436,57,1,4,30.0,120.0
428,437,07-10-2023,CUST437,35,2,4,300.0,1200.0
429,438,19-01-2023,CUST438,42,1,1,30.0,30.0
430,439,09-07-2023,CUST439,50,1,3,25.0,75.0
431,440,26-10-2023,CUST440,64,1,2,300.0,600.0
432,441,10-10-2023,CUST441,57,0,4,300.0,1200.0
433,442,17-03-2023,CUST442,60,1,4,25.0,100.0
434,443,09-08-2023,CUST443,29,1,2,300.0,600.0
435,444,07-03-2023,CUST444,61,1,3,30.0,90.0
436,445,22-01-2023,CUST445,53,2,1,300.0,300.0
437,446,07-06-2023,CUST446,21,2,1,50.0,50.0
438,447,06-07-2023,CUST447,22,0,4,500.0,2000.0
439,448,21-01-2023,CUST448,54,0,2,30.0,60.0
440,449,03-07-2023,CUST449,25,2,4,50.0,200.0
441,450,18-04-2023,CUST450,59,0,2,25.0,50.0
442,451,16-12-2023,CUST451,45,2,1,30.0,30.0
443,452,08-05-2023,CUST452,48,1,3,500.0,1500.0
444,453,08-12-2023,CUST453,26,1,2,500.0,1000.0
445,454,22-02-2023,CUST454,46,0,1,25.0,25.0
446,455,01-07-2023,CUST455,31,2,4,25.0,100.0
447,456,14-10-2023,CUST456,57,2,2,30.0,60.0
448,457,28-07-2023,CUST457,58,0,3,300.0,900.0
449,458,14-11-2023,CUST458,39,2,4,25.0,100.0
450,459,21-03-2023,CUST459,28,1,4,300.0,1200.0
451,460,02-05-2023,CUST460,40,0,1,50.0,50.0
452,461,25-03-2023,CUST461,18,0,2,500.0,1000.0
453,462,01-04-2023,CUST462,63,2,4,300.0,1200.0
454,463,31-07-2023,CUST463,54,0,3,500.0,1500.0
455,464,13-01-2023,CUST464,38,2,2,300.0,600.0
456,465,02-04-2023,CUST465,43,2,3,50.0,150.0
457,466,20-06-2023,CUST466,63,2,4,25.0,100.0
458,467,30-07-2023,CUST467,53,2,3,50.0,150.0
459,468,09-12-2023,CUST468,40,2,1,25.0,25.0
